father,node_name,depth
"Eye Diseases, Hereditary","Optic Atrophies, Hereditary",3
"Optic Atrophies, Hereditary","Optic Atrophy, Autosomal Dominant",4
"Optic Atrophies, Hereditary","Optic Atrophy, Hereditary, Leber",4
"Optic Atrophies, Hereditary",Wolfram Syndrome,4
"Eye Diseases, Hereditary",Retinal Degeneration,3
"Eye Diseases, Hereditary",Retinal Dysplasia,3
"Eye Diseases, Hereditary",Retinitis Pigmentosa,3
Retinitis Pigmentosa,Alstrom Syndrome,4
Retinitis Pigmentosa,Bardet-Biedl Syndrome,4
"Eye Diseases, Hereditary",Retinoblastoma,3
"Eye Diseases, Hereditary",Walker-Warburg Syndrome,3
"Eye Diseases, Hereditary",Weill-Marchesani Syndrome,3
Eye Diseases,Eye Hemorrhage,2
Eye Hemorrhage,Choroid Hemorrhage,3
Eye Hemorrhage,Hyphema,3
Eye Hemorrhage,Retinal Hemorrhage,3
Eye Hemorrhage,Vitreous Hemorrhage,3
Eye Diseases,Eye Infections,2
Eye Infections,Corneal Ulcer,3
Eye Infections,Endophthalmitis,3
Endophthalmitis,"Uveitis, Suppurative",4
Eye Infections,"Eye Infections, Bacterial",3
"Eye Infections, Bacterial","Conjunctivitis, Bacterial",4
"Eye Infections, Bacterial",Hordeolum,4
"Eye Infections, Bacterial","Keratoconjunctivitis, Infectious",4
"Eye Infections, Bacterial","Tuberculosis, Ocular",4
"Eye Infections, Bacterial","Uveitis, Suppurative",4
Eye Infections,"Eye Infections, Fungal",3
"Eye Infections, Fungal","Uveitis, Suppurative",4
Eye Infections,"Eye Infections, Parasitic",3
"Eye Infections, Parasitic",Acanthamoeba Keratitis,4
"Eye Infections, Parasitic","Onchocerciasis, Ocular",4
"Eye Infections, Parasitic","Toxoplasmosis, Ocular",4
Eye Infections,"Eye Infections, Viral",3
"Eye Infections, Viral","Conjunctivitis, Viral",4
"Eye Infections, Viral",Cytomegalovirus Retinitis,4
"Eye Infections, Viral",Herpes Zoster Ophthalmicus,4
"Eye Infections, Viral","Keratitis, Herpetic",4
Eye Diseases,Eye Injuries,2
Eye Injuries,"Anterior Capsular Rupture, Ocular",3
Eye Injuries,Corneal Injuries,3
Corneal Injuries,Corneal Perforation,4
Eye Injuries,"Posterior Capsular Rupture, Ocular",3
Eye Diseases,Eye Manifestations,2
Eye Manifestations,Eye Pain,3
Eye Diseases,Eye Neoplasms,2
Eye Neoplasms,Conjunctival Neoplasms,3
Eye Neoplasms,Eyelid Neoplasms,3
Eye Neoplasms,Orbital Neoplasms,3
Eye Neoplasms,"Paraneoplastic Syndromes, Ocular",3
Eye Neoplasms,Retinal Neoplasms,3
Retinal Neoplasms,Retinoblastoma,4
Eye Neoplasms,Uveal Neoplasms,3
Uveal Neoplasms,Choroid Neoplasms,4
Uveal Neoplasms,Iris Neoplasms,4
Eye Diseases,Eyelid Diseases,2
Eyelid Diseases,Blepharitis,3
Eyelid Diseases,Blepharophimosis,3
Eyelid Diseases,Blepharoptosis,3
Eyelid Diseases,Blepharospasm,3
Eyelid Diseases,Chalazion,3
Eyelid Diseases,Ectropion,3
Eyelid Diseases,Entropion,3
Eyelid Diseases,Eyelid Neoplasms,3
Eyelid Diseases,Hordeolum,3
Eyelid Diseases,Trichiasis,3
Eye Diseases,Lacrimal Apparatus Diseases,2
Lacrimal Apparatus Diseases,Dacryocystitis,3
Dacryocystitis,Canaliculitis,4
Lacrimal Apparatus Diseases,Dry Eye Syndromes,3
Dry Eye Syndromes,Keratoconjunctivitis Sicca,4
Dry Eye Syndromes,Sjogren's Syndrome,4
Dry Eye Syndromes,Xerophthalmia,4
Lacrimal Apparatus Diseases,Lacrimal Duct Obstruction,3
Eye Diseases,Lens Diseases,2
Lens Diseases,Aphakia,3
Aphakia,"Aphakia, Postcataract",4
Lens Diseases,Artificial Lens Implant Migration,3
Lens Diseases,Cataract,3
Cataract,Capsule Opacification,4
Lens Diseases,Lens Subluxation,3
Lens Subluxation,Ectopia Lentis,4
Eye Diseases,Ocular Hypertension,2
Ocular Hypertension,Glaucoma,3
Glaucoma,"Glaucoma, Angle-Closure",4
Glaucoma,"Glaucoma, Neovascular",4
Glaucoma,"Glaucoma, Open-Angle",4
Glaucoma,Low Tension Glaucoma,4
Eye Diseases,Ocular Hypotension,2
Eye Diseases,Ocular Motility Disorders,2
Ocular Motility Disorders,Duane Retraction Syndrome,3
Ocular Motility Disorders,Miller Fisher Syndrome,3
Ocular Motility Disorders,"Nystagmus, Pathologic",3
"Nystagmus, Pathologic","Nystagmus, Congenital",4
Ocular Motility Disorders,Oculomotor Nerve Diseases,3
Oculomotor Nerve Diseases,Adie Syndrome,4
Oculomotor Nerve Diseases,Oculomotor Nerve Injuries,4
Ocular Motility Disorders,Ophthalmoplegia,3
Ophthalmoplegia,"Ophthalmoplegia, Chronic Progressive External",4
Ophthalmoplegia,Ophthalmoplegic Migraine,4
Ophthalmoplegia,"Supranuclear Palsy, Progressive",4
Ocular Motility Disorders,Opsoclonus-Myoclonus Syndrome,3
Ocular Motility Disorders,Strabismus,3
Strabismus,Esotropia,4
Strabismus,Exotropia,4
Ocular Motility Disorders,Tolosa-Hunt Syndrome,3
Eye Diseases,Optic Nerve Diseases,2
Optic Nerve Diseases,Low Tension Glaucoma,3
Optic Nerve Diseases,Optic Atrophy,3
Optic Atrophy,"Optic Atrophies, Hereditary",4
Optic Nerve Diseases,Optic Disk Drusen,3
Optic Nerve Diseases,Optic Nerve Injuries,3
Optic Nerve Diseases,Optic Nerve Neoplasms,3
Optic Nerve Neoplasms,Optic Nerve Glioma,4
Optic Nerve Diseases,Optic Neuritis,3
Optic Neuritis,Neuromyelitis Optica,4
Optic Nerve Diseases,"Optic Neuropathy, Ischemic",3
Optic Nerve Diseases,Papilledema,3
Eye Diseases,Orbital Diseases,2
Orbital Diseases,Enophthalmos,3
Orbital Diseases,Exophthalmos,3
Exophthalmos,Graves Disease,4
Orbital Diseases,Orbital Cellulitis,3
Orbital Diseases,Orbital Myositis,3
Orbital Diseases,Orbital Neoplasms,3
Orbital Diseases,Orbital Pseudotumor,3
Orbital Diseases,Pott Puffy Tumor,3
Orbital Diseases,Retrobulbar Hemorrhage,3
Eye Diseases,Pupil Disorders,2
Pupil Disorders,Anisocoria,3
Pupil Disorders,Miosis,3
Miosis,Horner Syndrome,4
Pupil Disorders,Mydriasis,3
Pupil Disorders,Tonic Pupil,3
Tonic Pupil,Adie Syndrome,4
Eye Diseases,Refractive Errors,2
Refractive Errors,Aniseikonia,3
Refractive Errors,Anisometropia,3
Refractive Errors,Astigmatism,3
Refractive Errors,Corneal Wavefront Aberration,3
Refractive Errors,Hyperopia,3
Refractive Errors,Myopia,3
Myopia,"Myopia, Degenerative",4
Refractive Errors,Presbyopia,3
Eye Diseases,Retinal Diseases,2
Retinal Diseases,Angioid Streaks,3
Retinal Diseases,Central Serous Chorioretinopathy,3
Retinal Diseases,Cone Dystrophy,3
Retinal Diseases,Diabetic Retinopathy,3
Retinal Diseases,Epiretinal Membrane,3
Retinal Diseases,Hypertensive Retinopathy,3
Retinal Diseases,Leber Congenital Amaurosis,3
Retinal Diseases,Retinal Artery Occlusion,3
Retinal Artery Occlusion,Susac Syndrome,4
Retinal Diseases,Retinal Degeneration,3
Retinal Degeneration,Macular Degeneration,4
Retinal Degeneration,Retinal Drusen,4
Retinal Degeneration,Retinal Dystrophies,4
Retinal Degeneration,Retinoschisis,4
Retinal Diseases,Retinal Detachment,3
Retinal Diseases,Retinal Dysplasia,3
Retinal Diseases,Retinal Hemorrhage,3
Retinal Diseases,Retinal Neoplasms,3
Retinal Neoplasms,Retinoblastoma,4
Retinal Diseases,Retinal Neovascularization,3
Retinal Diseases,Retinal Perforations,3
Retinal Diseases,Retinal Telangiectasis,3
Retinal Diseases,Retinal Vasculitis,3
Retinal Diseases,Retinal Vein Occlusion,3
Retinal Diseases,Retinitis,3
Retinitis,Chorioretinitis,4
Retinitis,Cytomegalovirus Retinitis,4
Retinitis,"Retinal Necrosis Syndrome, Acute",4
Retinal Diseases,Retinopathy of Prematurity,3
Retinal Diseases,"Vitreoretinopathy, Proliferative",3
Eye Diseases,Scleral Diseases,2
Scleral Diseases,Scleritis,3
Eye Diseases,Uveal Diseases,2
Uveal Diseases,Choroid Diseases,3
Choroid Diseases,Choroid Hemorrhage,4
Choroid Diseases,Choroid Neoplasms,4
Choroid Diseases,Choroidal Neovascularization,4
Choroid Diseases,Choroideremia,4
Choroid Diseases,Choroiditis,4
Choroid Diseases,Gyrate Atrophy,4
Uveal Diseases,Iris Diseases,3
Iris Diseases,Aniridia,4
Iris Diseases,Exfoliation Syndrome,4
Iris Diseases,Iridocorneal Endothelial Syndrome,4
Iris Diseases,Iridocyclitis,4
Iris Diseases,Iris Neoplasms,4
Iris Diseases,Iritis,4
Uveal Diseases,Uveal Neoplasms,3
Uveal Neoplasms,Choroid Neoplasms,4
Uveal Neoplasms,Iris Neoplasms,4
Uveal Diseases,Uveitis,3
Uveitis,Panuveitis,4
Uveitis,"Uveitis, Intermediate",4
Uveitis,"Uveitis, Suppurative",4
Uveitis,Uveomeningoencephalitic Syndrome,4
Eye Diseases,Vision Disorders,2
Vision Disorders,Amblyopia,3
Vision Disorders,Blindness,3
Blindness,Amaurosis Fugax,4
Blindness,"Blindness, Cortical",4
Blindness,Deaf-Blind Disorders,4
Blindness,Hemianopsia,4
Vision Disorders,Color Vision Defects,3
Vision Disorders,Diplopia,3
Vision Disorders,Night Blindness,3
Vision Disorders,Photophobia,3
Vision Disorders,Scotoma,3
Vision Disorders,Susac Syndrome,3
Vision Disorders,"Vision, Low",3
Eye Diseases,Vitreous Detachment,2
Diseases,Male Urogenital Diseases,1
Male Urogenital Diseases,"Genital Diseases, Male",2
"Genital Diseases, Male",Epididymitis,3
"Genital Diseases, Male",Fournier Gangrene,3
"Genital Diseases, Male","Genital Neoplasms, Male",3
"Genital Neoplasms, Male",Penile Neoplasms,4
"Genital Neoplasms, Male",Prostatic Neoplasms,4
"Genital Neoplasms, Male",Testicular Neoplasms,4
"Genital Diseases, Male",Hematocele,3
"Genital Diseases, Male",Hemospermia,3
"Genital Diseases, Male",Herpes Genitalis,3
"Genital Diseases, Male",Infertility,3
Infertility,"Infertility, Male",4
"Genital Diseases, Male",Penile Diseases,3
Penile Diseases,Balanitis,4
Penile Diseases,Hypospadias,4
Penile Diseases,Penile Induration,4
Penile Diseases,Penile Neoplasms,4
Penile Diseases,Phimosis,4
Penile Diseases,Priapism,4
"Genital Diseases, Male",Prostatic Diseases,3
Prostatic Diseases,Prostatic Hyperplasia,4
Prostatic Diseases,Prostatic Neoplasms,4
Prostatic Diseases,Prostatitis,4
"Genital Diseases, Male",Reproductive Tract Infections,3
"Genital Diseases, Male","Sexual Dysfunction, Physiological",3
"Sexual Dysfunction, Physiological",Dyspareunia,4
"Sexual Dysfunction, Physiological",Erectile Dysfunction,4
"Sexual Dysfunction, Physiological",Premature Ejaculation,4
"Genital Diseases, Male",Sexually Transmitted Diseases,3
Sexually Transmitted Diseases,"Sexually Transmitted Diseases, Bacterial",4
"Genital Diseases, Male",Spermatic Cord Torsion,3
"Genital Diseases, Male",Spermatocele,3
"Genital Diseases, Male",Testicular Diseases,3
Testicular Diseases,Cryptorchidism,4
Testicular Diseases,Orchitis,4
"Genital Diseases, Male",Testicular Hydrocele,3
"Genital Diseases, Male","Tuberculosis, Male Genital",3
"Genital Diseases, Male",Varicocele,3
Male Urogenital Diseases,Pelvic Floor Disorders,2
Male Urogenital Diseases,"Tuberculosis, Urogenital",2
"Tuberculosis, Urogenital","Tuberculosis, Male Genital",3
"Tuberculosis, Urogenital","Tuberculosis, Renal",3
Male Urogenital Diseases,Urogenital Abnormalities,2
Urogenital Abnormalities,Bladder Exstrophy,3
Urogenital Abnormalities,Cryptorchidism,3
Urogenital Abnormalities,Disorders of Sex Development,3
Disorders of Sex Development,"46, XX Disorders of Sex Development",4
Disorders of Sex Development,Adrenogenital Syndrome,4
Disorders of Sex Development,"Disorder of Sex Development, 46,XY",4
Disorders of Sex Development,Gonadal Dysgenesis,4
Disorders of Sex Development,Ovotesticular Disorders of Sex Development,4
Disorders of Sex Development,Sex Chromosome Disorders of Sex Development,4
Urogenital Abnormalities,Epispadias,3
Urogenital Abnormalities,Fraser Syndrome,3
Urogenital Abnormalities,Fused Kidney,3
Urogenital Abnormalities,Hypospadias,3
Urogenital Abnormalities,Multicystic Dysplastic Kidney,3
Urogenital Abnormalities,"Nephritis, Hereditary",3
Urogenital Abnormalities,Retrocaval Ureter,3
Urogenital Abnormalities,Solitary Kidney,3
Urogenital Abnormalities,Urinary Fistula,3
Urinary Fistula,Urinary Bladder Fistula,4
Male Urogenital Diseases,Urogenital Neoplasms,2
Urogenital Neoplasms,"Genital Neoplasms, Male",3
"Genital Neoplasms, Male",Penile Neoplasms,4
"Genital Neoplasms, Male",Prostatic Neoplasms,4
"Genital Neoplasms, Male",Testicular Neoplasms,4
Urogenital Neoplasms,Urologic Neoplasms,3
Urologic Neoplasms,Kidney Neoplasms,4
Urologic Neoplasms,Ureteral Neoplasms,4
Urologic Neoplasms,Urethral Neoplasms,4
Urologic Neoplasms,Urinary Bladder Neoplasms,4
Male Urogenital Diseases,Urologic Diseases,2
Urologic Diseases,Kidney Diseases,3
Kidney Diseases,AIDS-Associated Nephropathy,4
Kidney Diseases,Anuria,4
Kidney Diseases,Chronic Kidney Disease-Mineral and Bone Disorder,4
Kidney Diseases,Diabetes Insipidus,4
Kidney Diseases,Diabetic Nephropathies,4
Kidney Diseases,Hepatorenal Syndrome,4
Kidney Diseases,Hydronephrosis,4
Kidney Diseases,Hyperoxaluria,4
Kidney Diseases,"Hypertension, Renal",4
Kidney Diseases,Kidney Cortex Necrosis,4
Kidney Diseases,"Kidney Diseases, Cystic",4
Kidney Diseases,Kidney Neoplasms,4
Kidney Diseases,Kidney Papillary Necrosis,4
Kidney Diseases,Nephritis,4
Kidney Diseases,Nephrocalcinosis,4
Kidney Diseases,Nephrolithiasis,4
Kidney Diseases,Nephrosclerosis,4
Kidney Diseases,Nephrosis,4
Kidney Diseases,Perinephritis,4
Kidney Diseases,Renal Artery Obstruction,4
Kidney Diseases,Renal Insufficiency,4
Kidney Diseases,Renal Nutcracker Syndrome,4
Kidney Diseases,"Renal Tubular Transport, Inborn Errors",4
Kidney Diseases,"Tuberculosis, Renal",4
Kidney Diseases,Uremia,4
Kidney Diseases,Zellweger Syndrome,4
Urologic Diseases,Ureteral Diseases,3
Ureteral Diseases,Ureteral Neoplasms,4
Ureteral Diseases,Ureteral Obstruction,4
Ureteral Diseases,Ureterocele,4
Ureteral Diseases,Ureterolithiasis,4
Urologic Diseases,Urethral Diseases,3
Urethral Diseases,Epispadias,4
Urethral Diseases,Urethral Neoplasms,4
Urethral Diseases,Urethral Obstruction,4
Urethral Diseases,Urethritis,4
Urologic Diseases,Urinary Bladder Diseases,3
Urinary Bladder Diseases,Bladder Exstrophy,4
Urinary Bladder Diseases,Cystitis,4
Urinary Bladder Diseases,Cystocele,4
Urinary Bladder Diseases,Urinary Bladder Calculi,4
Urinary Bladder Diseases,Urinary Bladder Fistula,4
Urinary Bladder Diseases,Urinary Bladder Neck Obstruction,4
Urinary Bladder Diseases,Urinary Bladder Neoplasms,4
Urinary Bladder Diseases,"Urinary Bladder, Neurogenic",4
Urinary Bladder Diseases,"Urinary Bladder, Overactive",4
Urinary Bladder Diseases,"Urinary Bladder, Underactive",4
Urinary Bladder Diseases,Vesico-Ureteral Reflux,4
Urologic Diseases,Urinary Tract Infections,3
Urinary Tract Infections,Bacteriuria,4
Urinary Tract Infections,Pyuria,4
Urinary Tract Infections,Schistosomiasis haematobia,4
Urologic Diseases,Urination Disorders,3
Urination Disorders,Anuria,4
Urination Disorders,Enuresis,4
Urination Disorders,Glycosuria,4
Urination Disorders,Hematuria,4
Urination Disorders,Oliguria,4
Urination Disorders,Polyuria,4
Urination Disorders,Proteinuria,4
Urination Disorders,Urinary Incontinence,4
Urination Disorders,Urinary Retention,4
Urologic Diseases,Urolithiasis,3
Urolithiasis,Nephrolithiasis,4
Urolithiasis,Ureterolithiasis,4
Urolithiasis,Urinary Calculi,4
Diseases,Female Urogenital Diseases and Pregnancy Complications,1
Female Urogenital Diseases and Pregnancy Complications,Female Urogenital Diseases,2
Female Urogenital Diseases,"Genital Diseases, Female",3
"Genital Diseases, Female",Adnexal Diseases,4
"Genital Diseases, Female",Endometriosis,4
"Genital Diseases, Female",Gynatresia,4
"Genital Diseases, Female",Herpes Genitalis,4
"Genital Diseases, Female",Infertility,4
"Genital Diseases, Female",Reproductive Tract Infections,4
"Genital Diseases, Female","Sexual Dysfunction, Physiological",4
"Genital Diseases, Female",Sexually Transmitted Diseases,4
"Genital Diseases, Female","Tuberculosis, Female Genital",4
"Genital Diseases, Female",Uterine Diseases,4
"Genital Diseases, Female",Vaginal Diseases,4
"Genital Diseases, Female",Vulvar Diseases,4
Female Urogenital Diseases,Pelvic Floor Disorders,3
Female Urogenital Diseases,"Tuberculosis, Urogenital",3
"Tuberculosis, Urogenital","Tuberculosis, Female Genital",4
"Tuberculosis, Urogenital","Tuberculosis, Renal",4
Female Urogenital Diseases,Urogenital Abnormalities,3
Urogenital Abnormalities,Bladder Exstrophy,4
Urogenital Abnormalities,Disorders of Sex Development,4
Urogenital Abnormalities,Epispadias,4
Urogenital Abnormalities,Fraser Syndrome,4
Urogenital Abnormalities,Fused Kidney,4
Urogenital Abnormalities,Hypospadias,4
Urogenital Abnormalities,Multicystic Dysplastic Kidney,4
Urogenital Abnormalities,"Nephritis, Hereditary",4
Urogenital Abnormalities,Retrocaval Ureter,4
Urogenital Abnormalities,Solitary Kidney,4
Urogenital Abnormalities,Urinary Fistula,4
Female Urogenital Diseases,Urogenital Neoplasms,3
Urogenital Neoplasms,"Genital Neoplasms, Female",4
Urogenital Neoplasms,Urologic Neoplasms,4
Female Urogenital Diseases,Urologic Diseases,3
Urologic Diseases,Kidney Diseases,4
Urologic Diseases,Ureteral Diseases,4
Urologic Diseases,Urethral Diseases,4
Urologic Diseases,Urinary Bladder Diseases,4
Urologic Diseases,Urinary Tract Infections,4
Urologic Diseases,Urination Disorders,4
Urologic Diseases,Urolithiasis,4
Female Urogenital Diseases and Pregnancy Complications,Pregnancy Complications,2
Pregnancy Complications,"Abortion, Spontaneous",3
"Abortion, Spontaneous","Abortion, Habitual",4
"Abortion, Spontaneous","Abortion, Incomplete",4
"Abortion, Spontaneous","Abortion, Missed",4
"Abortion, Spontaneous","Abortion, Septic",4
"Abortion, Spontaneous","Abortion, Veterinary",4
"Abortion, Spontaneous",Embryo Loss,4
Pregnancy Complications,"Abortion, Threatened",3
Pregnancy Complications,Chorea Gravidarum,3
Pregnancy Complications,"Diabetes, Gestational",3
"Diabetes, Gestational",Fetal Macrosomia,4
Pregnancy Complications,Fetal Death,3
Fetal Death,Fetal Resorption,4
Fetal Death,Stillbirth,4
Pregnancy Complications,Fetal Diseases,3
Fetal Diseases,Chorioamnionitis,4
Fetal Diseases,Echogenic Bowel,4
Fetal Diseases,"Erythroblastosis, Fetal",4
Fetal Diseases,Fetal Alcohol Spectrum Disorders,4
Fetal Diseases,Fetal Growth Retardation,4
Fetal Diseases,Fetal Hypoxia,4
Fetal Diseases,Fetal Macrosomia,4
Fetal Diseases,Fetal Nutrition Disorders,4
Fetal Diseases,Meconium Aspiration Syndrome,4
Fetal Diseases,Pyelectasis,4
Pregnancy Complications,"Hypertension, Pregnancy-Induced",3
"Hypertension, Pregnancy-Induced",Eclampsia,4
"Hypertension, Pregnancy-Induced",HELLP Syndrome,4
"Hypertension, Pregnancy-Induced",Pre-Eclampsia,4
Pregnancy Complications,Maternal Death,3
Pregnancy Complications,Morning Sickness,3
Morning Sickness,Hyperemesis Gravidarum,4
Pregnancy Complications,Nuchal Cord,3
Pregnancy Complications,Obstetric Labor Complications,3
Obstetric Labor Complications,Abruptio Placentae,4
Obstetric Labor Complications,Breech Presentation,4
Obstetric Labor Complications,Cephalopelvic Disproportion,4
Obstetric Labor Complications,Dystocia,4
Obstetric Labor Complications,"Fetal Membranes, Premature Rupture",4
Obstetric Labor Complications,"Obstetric Labor, Premature",4
Obstetric Labor Complications,Placenta Accreta,4
Obstetric Labor Complications,Placenta Previa,4
Obstetric Labor Complications,Postpartum Hemorrhage,4
Obstetric Labor Complications,Uterine Inversion,4
Obstetric Labor Complications,Uterine Rupture,4
Obstetric Labor Complications,Vasa Previa,4
Pregnancy Complications,Oligohydramnios,3
Pregnancy Complications,Pelvic Floor Disorders,3
Pregnancy Complications,Pemphigoid Gestationis,3
Pregnancy Complications,Perinatal Death,3
Pregnancy Complications,"Phenylketonuria, Maternal",3
Pregnancy Complications,Placenta Diseases,3
Placenta Diseases,Abruptio Placentae,4
Placenta Diseases,Chorioamnionitis,4
Placenta Diseases,Placenta Accreta,4
Placenta Diseases,Placenta Previa,4
Placenta Diseases,"Placenta, Retained",4
Placenta Diseases,Placental Insufficiency,4
Pregnancy Complications,Polyhydramnios,3
Pregnancy Complications,"Pregnancy Complications, Cardiovascular",3
"Pregnancy Complications, Cardiovascular","Embolism, Amniotic Fluid",4
Pregnancy Complications,"Pregnancy Complications, Hematologic",3
Pregnancy Complications,"Pregnancy Complications, Infectious",3
"Pregnancy Complications, Infectious","Abortion, Septic",4
"Pregnancy Complications, Infectious","Pregnancy Complications, Parasitic",4
"Pregnancy Complications, Infectious",Puerperal Infection,4
Pregnancy Complications,"Pregnancy Complications, Neoplastic",3
"Pregnancy Complications, Neoplastic",Trophoblastic Neoplasms,4
Pregnancy Complications,Pregnancy in Diabetics,3
Pregnancy in Diabetics,Fetal Macrosomia,4
Pregnancy Complications,"Pregnancy, Ectopic",3
"Pregnancy, Ectopic","Pregnancy, Abdominal",4
"Pregnancy, Ectopic","Pregnancy, Angular",4
"Pregnancy, Ectopic","Pregnancy, Cornual",4
"Pregnancy, Ectopic","Pregnancy, Heterotopic",4
"Pregnancy, Ectopic","Pregnancy, Ovarian",4
"Pregnancy, Ectopic","Pregnancy, Tubal",4
Pregnancy Complications,"Pregnancy, Prolonged",3
Pregnancy Complications,Prenatal Injuries,3
Prenatal Injuries,Prenatal Exposure Delayed Effects,4
Pregnancy Complications,Puerperal Disorders,3
Puerperal Disorders,"Depression, Postpartum",4
Puerperal Disorders,Lactation Disorders,4
Puerperal Disorders,Mastitis,4
Puerperal Disorders,Postpartum Hemorrhage,4
Puerperal Disorders,Postpartum Thyroiditis,4
Puerperal Disorders,Pubic Symphysis Diastasis,4
Puerperal Disorders,Puerperal Infection,4
Diseases,Cardiovascular Diseases,1
Cardiovascular Diseases,Cardiovascular Abnormalities,2
Cardiovascular Abnormalities,"Heart Defects, Congenital",3
"Heart Defects, Congenital",22q11 Deletion Syndrome,4
"Heart Defects, Congenital",Alagille Syndrome,4
"Heart Defects, Congenital",Aortic Coarctation,4
"Heart Defects, Congenital",Arrhythmogenic Right Ventricular Dysplasia,4
"Heart Defects, Congenital",Barth Syndrome,4
"Heart Defects, Congenital",Cor Triatriatum,4
"Heart Defects, Congenital",Coronary Vessel Anomalies,4
"Heart Defects, Congenital",Crisscross Heart,4
"Heart Defects, Congenital",Dextrocardia,4
"Heart Defects, Congenital","Ductus Arteriosus, Patent",4
"Heart Defects, Congenital",Ebstein Anomaly,4
"Heart Defects, Congenital",Ectopia Cordis,4
"Heart Defects, Congenital",Eisenmenger Complex,4
"Heart Defects, Congenital",Heart Septal Defects,4
"Heart Defects, Congenital",Heterotaxy Syndrome,4
"Heart Defects, Congenital",Hypoplastic Left Heart Syndrome,4
"Heart Defects, Congenital",Isolated Noncompaction of the Ventricular Myocardium,4
"Heart Defects, Congenital",LEOPARD Syndrome,4
"Heart Defects, Congenital",Levocardia,4
"Heart Defects, Congenital",Marfan Syndrome,4
"Heart Defects, Congenital",Noonan Syndrome,4
"Heart Defects, Congenital",Tetralogy of Fallot,4
"Heart Defects, Congenital",Transposition of Great Vessels,4
"Heart Defects, Congenital",Tricuspid Atresia,4
"Heart Defects, Congenital",Trilogy of Fallot,4
"Heart Defects, Congenital",Trisomy 13 Syndrome,4
"Heart Defects, Congenital",Trisomy 18 Syndrome,4
"Heart Defects, Congenital",Turner Syndrome,4
Cardiovascular Abnormalities,Vascular Malformations,3
Vascular Malformations,Arteriovenous Malformations,4
Vascular Malformations,Central Nervous System Vascular Malformations,4
Vascular Malformations,May-Thurner Syndrome,4
Vascular Malformations,Median Arcuate Ligament Syndrome,4
Vascular Malformations,Pulmonary Atresia,4
Vascular Malformations,Scimitar Syndrome,4
Vascular Malformations,Single Umbilical Artery,4
Vascular Malformations,Vascular Fistula,4
Vascular Malformations,Vascular Ring,4
Cardiovascular Diseases,Cardiovascular Infections,2
Cardiovascular Infections,"Endocarditis, Bacterial",3
"Endocarditis, Bacterial","Endocarditis, Subacute Bacterial",4
Cardiovascular Infections,"Syphilis, Cardiovascular",3
Cardiovascular Infections,"Tuberculosis, Cardiovascular",3
"Tuberculosis, Cardiovascular","Pericarditis, Tuberculous",4
Cardiovascular Diseases,Heart Diseases,2
Heart Diseases,"Arrhythmias, Cardiac",3
"Arrhythmias, Cardiac","Arrhythmia, Sinus",4
"Arrhythmias, Cardiac",Atrial Fibrillation,4
"Arrhythmias, Cardiac",Atrial Flutter,4
"Arrhythmias, Cardiac",Bradycardia,4
"Arrhythmias, Cardiac",Brugada Syndrome,4
"Arrhythmias, Cardiac","Cardiac Complexes, Premature",4
"Arrhythmias, Cardiac",Commotio Cordis,4
"Arrhythmias, Cardiac",Heart Block,4
"Arrhythmias, Cardiac",Long QT Syndrome,4
"Arrhythmias, Cardiac",Parasystole,4
"Arrhythmias, Cardiac",Pre-Excitation Syndromes,4
"Arrhythmias, Cardiac",Tachycardia,4
"Arrhythmias, Cardiac",Ventricular Fibrillation,4
"Arrhythmias, Cardiac",Ventricular Flutter,4
Heart Diseases,Carcinoid Heart Disease,3
Heart Diseases,Cardiac Conduction System Disease,3
Cardiac Conduction System Disease,Brugada Syndrome,4
Cardiac Conduction System Disease,"Cardiac Complexes, Premature",4
Cardiac Conduction System Disease,Heart Block,4
Cardiac Conduction System Disease,Long QT Syndrome,4
Cardiac Conduction System Disease,Pre-Excitation Syndromes,4
Cardiac Conduction System Disease,Tachycardia,4
Heart Diseases,"Cardiac Output, High",3
Heart Diseases,"Cardiac Output, Low",3
Heart Diseases,Cardiac Tamponade,3
Heart Diseases,Cardiomegaly,3
Cardiomegaly,"Cardiomyopathy, Dilated",4
Cardiomegaly,"Hypertrophy, Left Ventricular",4
Cardiomegaly,"Hypertrophy, Right Ventricular",4
Heart Diseases,Cardiomyopathies,3
Cardiomyopathies,Arrhythmogenic Right Ventricular Dysplasia,4
Cardiomyopathies,"Cardiomyopathy, Alcoholic",4
Cardiomyopathies,"Cardiomyopathy, Dilated",4
Cardiomyopathies,"Cardiomyopathy, Hypertrophic",4
Cardiomyopathies,"Cardiomyopathy, Restrictive",4
Cardiomyopathies,Chagas Cardiomyopathy,4
Cardiomyopathies,Diabetic Cardiomyopathies,4
Cardiomyopathies,Endocardial Fibroelastosis,4
Cardiomyopathies,Endomyocardial Fibrosis,4
Cardiomyopathies,Glycogen Storage Disease Type IIb,4
Cardiomyopathies,Kearns-Sayre Syndrome,4
Cardiomyopathies,Myocardial Reperfusion Injury,4
Cardiomyopathies,Myocarditis,4
Cardiomyopathies,Sarcoglycanopathies,4
Heart Diseases,Endocarditis,3
Endocarditis,"Endocarditis, Bacterial",4
Endocarditis,"Endocarditis, Non-Infective",4
Heart Diseases,Heart Aneurysm,3
Heart Diseases,Heart Arrest,3
Heart Arrest,"Death, Sudden, Cardiac",4
Heart Arrest,Out-of-Hospital Cardiac Arrest,4
