title,abstract,features,authorlist 
Pan-genomic approach shows insight of genetic divergence and pathogenic-adaptation of Pasteurella multocida.,"Pasteurella multocida is a gram-negative, non-motile bacterial pathogen, which is associated with chronic and acute infections as snuffles, pneumonia, atrophic rhinitis, fowl cholera and hemorrhagic septicemia. These diseases affect a wide range of domestic animals, leading to significant morbidity and mortality and causing significant economic losses worldwide. Due to the interest in deciphering the genetic diversity and process adaptive between P. multocida strains, this work aimed was to perform a pan-genome analysis to evidence horizontal gene transfer and positive selection among 23 P. multocida strains isolated from distinct diseases and hosts. The results revealed an open pan-genome containing 3585 genes and an accessory genome presenting 1200 genes. The phylogenomic analysis based on the presence/absence of genes and islands exhibit high levels of plasticity, which reflects a high intraspecific diversity and a possible adaptive mechanism responsible for the specific disease manifestation between the established groups (pneumonia, fowl cholera, hemorrhagic septicemia and snuffles). Additionally, we identified differences in accessory genes among groups, which are involved in sugar metabolism and transport systems, virulence-related genes and a high concentration of hypothetical proteins. However, there was no specific indispensable functional mechanism to decisively correlate the presence of genes and their adaptation to a specific host/disease. Also, positive selection was found only for two genes from sub-group hemorrhagic septicemia, serotype B. This comprehensive comparative genome analysis will provide new insights of horizontal gene transfers that play an essential role in the diversification and adaptation mechanism into P. multocida species to a specific disease.","['Genes', 'Genomic islands', 'Pan-genome analysis', 'Virulence factors']","['Raquel Hurtado', 'Dennis Carhuaricra', 'Siomar Soares', 'Marcus Vinicius Canário Viana', 'Vasco Azevedo', 'Lenin Maturrano', 'Flávia Aburjaile']"
Effect of intraperitoneally administered IL-1beta-derived peptides on resistance to viral haemorrhagic septicaemia in rainbow trout Oncorhynchus mykiss.,"The present work provides the first information concerning the immunostimulatory activity of trout interleukin (IL)-1beta-derived peptides in vivo. Previous studies have demonstrated the ability of 2 such peptides, referred to as P1 and P3, to up-regulate a range of important immune parameters in vitro. P1 corresponds to fragment 146-157 (YVTPVPIETEAR) of the trout sequence and is analogous to a biologically active mammalian IL-1beta-derived peptide, whilst P3 was synthesised to complex with the IL-1 receptor and corresponds to fragment 197-206 (YRRNTGVDIS) of the trout sequence. Optimal migration of peritoneal leucocytes, peptide induced phagocytosis and intracellular respiratory burst activity occurred following intraperitoneal injection of 3.0 micromol of P3. Furthermore, resistance to viral haemorrhagic septicaemia virus (VHSV) was soon augmented (2 d) post-injection of P3.",[],"['Scott Peddie', 'Pamela E McLauchlan', 'Anthony E Ellis', 'Christopher J Secombes']"
[BIOCHEMISTRY AND HISTOLOGICAL CHANGES IN THE LIVER OF WHITE MICE IN HEMORRHAGIC SEPTICEMIA].,,"['EXPERIMENTAL LAB STUDY', 'HEMORRHAGE', 'LIVER', 'MICE', 'SEPTICEMIA']","['C J ESTLER', 'H P AMMON', 'H BREINING']"
A serological study of the hemorrhagic septicemia Pasteurella.,,"['PASTEURELLA', 'SEPTICEMIA AND BACTEREMIA']","['G R CARTER', 'J L BYRNE']"
Genetically similar VHSV isolates are differentially virulent in olive flounder Paralichthys olivaceus.,"Two viral hemorrhagic septicemia virus (VHSV) isolates, VHSV-KR-CJA and VHSV-KR-YGH, were isolated from viral hemorrhagic septicemia disease outbreaks in flounder farms in South Korea. The VHSV-KR-CJA isolate was isolated from a flounder farm with high mortality (80%), while the VHSV-KR-YGH isolate was isolated from a flounder farm with low mortality (15%), suggesting that these isolates differ in virulence. The virulence of these isolates was evaluated in juvenile flounder via intraperitoneal injection. Consistent with their virulence in the field, mortality data revealed that the VHSV-KR-CJA isolate was highly pathogenic (cumulative mortality of 80%), while the VHSV-KR-YGH isolate was less pathogenic in flounder (cumulative mortality of 20%). To characterize the genotypes of these viruses, the full open reading frames (ORFs) encoding nucleoprotein N, phosphoprotein P, matrix protein M, glycoprotein G, nonstructural viral protein NV, and polymerase L of these viruses were sequenced and analyzed. Sequence analysis revealed that both isolates are genetically very similar (identical amino acid sequences for P, M, NV, and L and >99.7 and 99.8% amino acid sequence identity for N and G, respectively). Phylogenetic analysis indicated that both of these viruses belong to the Genotype IVa group, suggesting that they originated from a common ancestral virus. The low pathogenicity VHSV strain may potentially evolve to become a more pathogenic strain through only a few nucleotide substitutions. Further functional analyses of mutations in VHSV genes are necessary to identify factors that determine VHSV pathogenicity in flounder.",[],"['Mi Young Cho', 'Unn Hwa Lee', 'Chang Hoon Moon', 'Jong Deuk Bang', 'Bo Young Jee', 'Seung Ju Cha', 'Jin Woo Kim', 'Myoung Ae Park', 'Jeong Wan Do', 'Jeong Woo Park']"
Hemorrhagic septicemia: naturally acquired antibodies against Pasteurella multocida types B and E in calves in the United States.,"Antibodies against Pasteurella multocida capsular types B and E, which cause hemorrhagic septicemia, were demonstrated in a high percentage of sera from domestic feeder calves. Since the calves had not been vaccinated with any Pasteurella organisms, the antibodies were considered to be naturally acquired. The antibodies were demonstrated by passively immunizing mice and by indirect hemagglutination and agglutination tests. Sera from 81% (44 of 54) of the calves protected mice that were challenge exposed with a capsular type B organism, and sera from 91% (49 of 54) of the calves protected mice that were challenge exposed with a capsular type E organism. Indirect hemagglutination and agglutination tests demonstrated antibody in nearly all sera. Since capsular type E organisms have been isolated only in Africa and there is only 1 report of capsular type B isolation from cattle in the United States, these organisms were not considered likely sources of the antigenic stimulation that provoked production of these antibodies.",[],"['T Sawada', 'R B Rimler', 'K R Rhoades']"
An outbreak of haemorrhagic septicaemia associated with Pasteurella multocida subsp gallicida in large pig herd.,,[],"['R D Cameron', ""D O'Boyle"", 'A J Frost', 'A N Gordon', 'N Fegan']"
Immunization of olive flounder (Paralichthys olivaceus) with an auxotrophic Edwardsiella tarda mutant harboring the VHSV DNA vaccine.,"The aims of the present study were to find more powerful promoter for DNA vaccines in olive flounder (Paralichthys olivaceus) and to evaluate the availability of the auxotrophic Edwardsiella tarda mutant (Δalr Δasd E. tarda) as a delivery vehicle for DNA vaccine against VHSV in olive flounder. The marine medaka (Oryzias dancena) β-actin promoter was clearly stronger than cytomegalovirus (CMV) promoter when the vectors were transfected to Epithelioma papulosum cyprini (EPC) cells or injected into the muscle of olive flounder, suggesting that marine medaka β-actin promoter would be more appropriate promoter for DNA vaccines in olive flounder than CMV promoter. Olive flounder immunized with the Δalr Δasd E. tarda harboring viral hemorrhagic septicemia virus (VHSV) DNA vaccine vector driven by the marine medaka β-actin promoter showed significantly higher serum neutralization titer and higher survival rates against challenge with VHSV than fish immunized with the bacteria carrying VHSV DNA vaccine vector driven by CMV promoter. These results indicate that auxotrophic E. tarda mutant harboring marine medaka β-actin promoter-driven DNA vaccine vectors would be a potential system for prophylactics of infectious diseases in olive flounder.",[],"['Seung Hyuk Choi', 'Min Sun Kim', 'Ki Hong Kim']"
"Ex vivo transfection of trout pronephros leukocytes, a model for cell culture screening of fish DNA vaccine candidates.","DNA vaccination opened a new era in controlling and preventing viral diseases since DNA vaccines have shown to be very efficacious where some conventional vaccines have failed, as it occurs in the case of the vaccines against fish novirhabdoviruses. However, there is a big lack of in vitro model assays with immune-related cells for preliminary screening of in vivo DNA vaccine candidates. In an attempt to solve this problem, rainbow trout pronephros cells in early primary culture were transfected with two plasmid DNA constructions, one encoding the green fluorescent protein (GFP) and another encoding the viral haemorrhagic septicaemia virus (VHSV) glycoprotein G (G(VHSV)) - the only viral antigen which has conferred in vivo protection. After assessing the presence of GFP- and G(VHSV)-expressing cells, at transcription and protein levels, the immune response in transfected pronephros cells was evaluated. At 24h post-transfection, G(VHSV) up-regulated migm and tcr transcripts expression, suggesting activation of B and T cells, as well, a high up-regulation of tnfα gene was observed. Seventy-two hours post-transfection, we detected the up-regulation of mx and tnfα genes transcripts and Mx protein which correlated with the induction of an anti-VHSV state. All together we have gathered evidence for successful transfection of pronephros cells with pAE6G, which correlates with in vivo protection results, and is less time-consuming and more rapid than in vivo assays. Therefore, this outcome opens the possibility to use pronephros cells in early primary culture for preliminary screening fish DNA vaccines as well as to further investigate the function that these cells perform in fish immune response orchestration after DNA immunisation.",[],"['M Ortega-Villaizan', 'A Martinez-Lopez', 'P Garcia-Valtanen', 'V Chico', 'L Perez', 'J M Coll', 'A Estepa']"
Haemorrhagic septicaemia in pigs.,,[],['J T Mackie']
"Pepscan mapping and fusion-related properties of the major phosphatidylserine-binding domain of the glycoprotein of viral hemorrhagic septicemia virus, a salmonid rhabdovirus.","The binding of labeled phosphatidylserine (PS) to a collection of synthetic 15-mer peptides covering full-length glycoprotein G (G) of viral hemorrhagic septicemia virus (VHSV), a salmonid rhabdovirus, showed three dominant overlapping reactive peptides. This major PS-binding region was contained in a 28-mer peptide (p2; aa 82-109) with consecutive hydrophobic amino acid a-d heptad repeats (putative amphipathic alpha-helix) and 2 carboxy-terminal arginines. This 28-mer peptide showed a 10-fold higher apparent specific activity for PS binding than the 15-mer peptides. Binding to PS was also detected with virion-purified protein G but was not detected with other viral proteins. The highest apparent specific activity for PS binding was found with purified VHSV particles by both solid-phase and liquid assays. In contrast to the pH-independent PS binding to peptide p2, binding to virions was optimal at pH 5.6. PS binding to purified VHSV was greatly reduced by protease or detergent treatments that removed protein G, by treatment at pH 7.6, or by anti-p2 mouse antibodies at pH 5.6. The PS-binding region seems to be related to viral-host cell fusion since anti-p2 mouse antibodies inhibited VHSV-infected cell to cell fusion (fusion from within) and the pH profile of the VHSV-infected cell to cell fusion was similar to the pH profile of PS binding to VHSV. Comparative analysis showed that sequences similar to the major PS-binding domain of VHSV were also present in other fish rhabdoviruses and in rabies and vesicular stomatitis viruses.",[],"['A Estepa', 'J M Coll']"
"DNA vaccination against viral haemorrhagic septicaemia (VHS) in rainbow trout: size, dose, route of injection and duration of protection-early protection correlates with Mx expression.","Rainbow trout of different sizes (10 and 100g) were injected intramuscularly (i.m.) or intraperitoneally (i.p.) with different doses (range 10 ng-10 microg) of a viral haemorrhagic septicaemia (VHS)-DNA vaccine (pcDNA3vhsG). As controls, fish were injected with the pcDNA3 plasmid alone, or with inactivated VHS virus. Fish were challenged at different times post-vaccination (p.v.) to assess protection. At certain times p.v., serum samples were analysed for neutralising antibody and liver tissue was analysed for Mx mRNA expression. A DNA dose of 0.5 microg injected by the i.m. route induced protection in fish of all sizes in challenges performed either 1 or 4 weeks p.v. This dose also conferred effective protection up to 9 months p.v. in fish >100 g. With lower doses of DNA (0.1 and 0.01 microg) and challenge at 4 weeks p.v., 10 g fish were partially protected but protection was not observed in 100 g fish. Vaccination by the i.p. route induced no or lower levels of protection compared with the i.m. route. Fish vaccinated with 0.5 microg DNA i.m. had no detectable serum neutralising antibody (NAb) at 4 weeks p.v. (with the exception of a single 10 g fish) but antibody was detected at 8 weeks and 6 months p.v. but not at 9 months p.v. However, cohorts of these fish showed effective protection at all timepoints. Lack of detectable levels of NAb (at 9 weeks p.v.) despite partial protection in challenge at 4 weeks p.v. was also observed with 0.01 microg doses of DNA i.m. NAb was detected in sera of fish at 8 weeks after vaccination with 0.1 microg i.m. but not in fish vaccinated with doses of 0.01-0.5 microg i.p. Early protection (1 week p.v.) correlated with elevated Mx gene expression.",[],"['P E McLauchlan', 'B Collet', 'E Ingerslev', 'C J Secombes', 'N Lorenzen', 'A E Ellis']"
Observations on haemorrhagic septicaemia in Pakistan livestock.,"Information based on field observations of Veterinary Officers in nine districts of Punjab, Pakistan showed 11% incidence, 9% mortality and 78% case fatality rates of haemorrhagic septicaemia in buffalo, whereas these values were 4%, 2.5% and 62% in cattle. Disease incidence was higher in 0-24-month-old animals and groups of less than 10 animals. The disease was seasonal, occurring only in rainy seasons of the year, and victims were only cattle and buffalo. The clinical course of the disease was generally 1-2 days. symptoms included high temperature, salivation, swelling of the throat and difficulty in breathing and could result in death. Successful treatment was reported if antibiotics were given at the initial stages of the disease. Various combinations of sulphur drugs and antibiotics were considered more effective. The results of the questionnaire survey suggest that a favourable response was obtained using clamoxyl LA, farmox 15%, vesulong, gentakel and chloramphenicol. Previous vaccination of livestock with the alum-precipitated formalinized broth culture of Pasteurella multocida vaccine (bacterin) was not considered to protect against field outbreaks.",[],"['M A Sheikh', 'M Anzam', 'A R Shakoori']"
DNA vaccination against a fish rhabdovirus promotes an early chemokine-related recruitment of B cells to the muscle.,"In fish, intramuscular (i.m) injection of plasmid DNA encoding viral proteins has proved a highly effective vaccination strategy against some viral pathogens. The efficacy of DNA vaccination in teleost fish is based on the high level of viral antigen expression in muscle cells inducing a strong and long-lasting protection. However, the mechanisms through which this protection is established and effectuated in fish are still not fully understood. Moreover, similarities to mammalian models cannot be established since DNA vaccination in mammals usually induces much weaker responses. In this work, we have focused on the characterization of the immune cells that infiltrate the muscle at the site of DNA injection in vaccinated fish and the chemokines and chemokine receptors that may be involved in their infiltration. We have demonstrated through diverse techniques that B lymphocytes, both IgM⁺ and IgT⁺ cells, represented a major infiltrating cell type in fish vaccinated with a viral haemorrhagic septicaemia virus (VHSV) glycoprotein-encoding DNA vaccine, whereas in control fish injected with an oil adjuvant mainly granulocyte/monocyte-type cells were attracted. Among twelve chemokine genes studied, only CXCL11_L1, CK5B and CK6 mRNA levels were up-regulated in DNA vaccinated fish compared to fish injected with the corresponding vector backbone. Furthermore, the transcription of CXCR3B, a possible receptor for CXCL11_L1 was also significantly up-regulated in vaccinated fish. Finally, experiments performed with recombinant trout CK5B and CK6 and chemokine expression plasmids revealed that these chemokines have chemotactic capacities which might explain the recruitment of B cells to the site of DNA injection. Altogether, our results reveal that there is an early chemokine-related B cell recruitment triggered by i.m. DNA vaccination against VHSV which might play an important role in the initial phase of the immune response.","['B cells', 'Chemokine receptors', 'Chemokines', 'DNA vaccine', 'Teleost fish', 'Viral haemorrhagic septicaemia virus (VHSV)']","['Rosario Castro', 'Susana Martínez-Alonso', 'Uwe Fischer', 'Neila Álvarez de Haro', 'Verónica Soto-Lampe', 'Tiehui Wang', 'Christopher J Secombes', 'Niels Lorenzen', 'Ellen Lorenzen', 'Carolina Tafalla']"
Biological characterization of Pasteurella multocida present in the Saiga population.,"This study provides biochemical and molecular genetic characteristics of P. multocida isolated from dead saigas in 1988, 2010-2015 on the territory of the Republic of Kazakhstan.Bacteriological samples taken from carcasses of saiga antelope during mortality events recorded in West Kazakhstan in both 2010 and 2011 and in Kostanay in 2012 and 2015 confirmed the presence of P. multocida, according to morphological and biochemical characterisation. Only in the event of 2015 was the agent proven to be the causative agent of the disease observed, haemorrhagic septicaemia. In the other mortality events it is not certain if the organism was a primary aetiology or an incidental finding as confirmatory pathological investigation was not undertaken. The implemented phylogenetic analysis of ribosomal RNA 16S gene allowed us to identify Pasteurella strains isolated in 2010-2015 as P. multocida subspecies multocida. Capsular typing by PCR showed that the studied strains isolated from dead saiga in 2010, 2011, 2012 and 2015 belonged to serotype B. MLST analysis showed that these strains of P. multocida are of the capsule type B and form one clonal grouping with isolates ST64, ST44, ST45, ST46, ST44, ST47 which isolated from cases of hemorrhagic septicemia of animals in Hungary, Burma, Sri Lanka, Pakistan and Spain. Sixteen virulence genes of the five strains of P. multocida, isolated from saigas were studied using multiplex PCR. ptfA, ompA, ompH, oma87, plpB, fimA, hsf-2, pfhA, exbB, tonB, hgbA, fur, nanB, nanH and pmHAS genes were detected in all strains. The toxA gene was not identified in the studied strains. The phylogenies of these isolates is compared across saiga populations and years and the 2015 isolate was compared to that of an isolate from a disease outbreak in 1988 and the findings suggest that these isolated bacteria are stable commensals, opportunistically pathogenic, being phylogenetically uniform with very little genetic variation notable over the last 4 decades.Isolation, phenotypic and genetic characterization of the P. multocida isolates inform understanding of the epidemiology of infection in saigas and predict virulent potential of these opportunistic bacteria.","['16S rRNA gene', 'MLST', 'Mass mortality events', 'Pasteurella multocida', 'Saiga antelope', 'Virulence gene']","['Mukhit Orynbayev', 'Kulyaisan Sultankulova', 'Abylay Sansyzbay', 'Rashida Rystayeva', 'Kamshat Shorayeva', 'Aidar Namet', 'Sasan Fereidouni', 'Gulnaz Ilgekbayeva', 'Kainar Barakbayev', 'Syrym Kopeyev', 'Richard Kock']"
[Detection of occult viral pancreatic necrosis infection and viral hemorrhagic septicemia in rainbow trout (S. gaerdneri) in hatcheries with consideration of structural conditions].,,[],"['W Neumann', 'M Reepmeyer']"
[A case of the isolation of hemorrhagic septicemia pathogens from Rhombomys opimus].,,['PASTEURELLA'],['L I BAKULINA']
Hemorrhagic septicemia in swine controlled with sodium sulfamethazine.,,['SWINE PLAGUE'],"['O K FOX', 'R L BURKHART']"
[Antibiotic sensitivity of the bacterial flora in hemorrhagic septicemia in carp].,,[],"['V V Prosianaia', 'P M Khutornoĭ']"
Bacteriophage studies on the hemorrhagic septicemia pasteurellae.,,"['BACTERIOPHAGE', 'PASTEURELLA']","['D RIFKIND', 'M J PICKETT']"
[Hemorrhagic septicemia in carps in Bulgaria].,,"['FISH', 'PSEUDOMONAS INFECTION']","['Ia KABAIVANSKI', 'I SLAVKOV', 'D SAVOV', 'S STANOEV']"
WHERE and what is hemorrhagic septicemia?,,['PASTEURELLA/infections'],[]
Four years of monitoring for viral haemorrhagic septicaemia virus in marine waters around the United Kingdom.,"Between 1995 and 1998, marine fish from around the coast of the UK were collected and samples analysed for viral haemorrhagic septicaemia virus (VHSV) using cell culture isolation methods. In 1997 and 1998 the samples were also analysed for VHSV by reverse transcription PCR (RT-PCR). A total of 1867 fish of 11 species were tested, but VHSV was isolated on only 1 occasion, from herring Clupea harengus, in 1996. However, despite VHSV not being isolated in 1997 and 1998, in both years samples of herring from the west and south coasts of England produced positive signals in the RT-PCR, and in 1997 cod from the east coast of England also produced positive signals in the RT-PCR. These results are believed to be true indications of the presence of VHSV nucleic acid in the fish. In 1997, birnaviruses from Serogroup B1 were isolated from herring (a previously unrecorded host for the virus) and cod Gadus morhua, and a birnavirus from Serogroup A2 was also isolated from cod. In 1998, an aquareovirus was isolated from haddock Melanogrammus aeglefinus, a previously unrecorded host for the virus.",[],"['P F Dixon', 'S Avery', 'E Chambers', 'S Feist', 'H Mandhar', 'L Parry', 'D M Stone', 'H K Strømmen', 'J K Thurlow', 'C Tsin-yee Lui', 'K Way']"
Ranking freshwater fish farms for the risk of pathogen introduction and spread.,"A semi-quantitative model is presented to rank freshwater rainbow trout farms within a country or region with regards to the risk of becoming infected and spreading a specified pathogen. The model was developed to support a risk-based surveillance scheme for notifiable salmonid pathogens. Routes of pathogen introduction and spread were identified through a process of expert consultation in a series of workshops. The routes were combined into themes (e.g. exposure via water, mechanical transmission). Themes were weighted based on expert opinion. Risk factors for each route were scored and combined into a theme score which was adjusted by the weight. The number of sources and consignments were used to assess introduction via live fish movements onto the farm. Biosecurity measures were scored to assess introduction on fomites. Upstream farms, wild fish and processing plants were included in assessing the likelihood of introduction by water. The scores for each theme were combined to give separate risk scores for introduction and spread. A matrix was used to combine these to give an overall risk score. A case study for viral haemorrhagic septicaemia is presented. Nine farms that represent a range of farming practices of rainbow trout farms in England and Wales are used as worked examples of the model. The model is suited to risk rank freshwater salmonid farms which are declared free of the pathogen(s) under consideration. The score allocated to a farm does not equate to a quantitative probability estimate of the farm to become infected or spread infection. Nevertheless, the method provides a transparent approach to ranking farms with regards to pathogen transmission risks. The output of the model at a regional or national level allows the allocation of surveillance effort to be risk based. It also provides fish farms with information on how they can reduce their risk score by improving biosecurity. The framework of the model can be applied to different production systems which may have other routes of disease spread. Further work is recommended to validate the allocated scores. Expert opinion was obtained through workshops, where the outputs from groups were single point estimates for relative weights of risks. More formal expert opinion elicitation methods could be used to capture variation in the experts' estimates and uncertainty and would provide data on which to simulate the model stochastically. The model can be downloaded (in Microsoft(®)-Excel format) from the Internet at: http://www.cefas.defra.gov.uk/6701.aspx.",[],"['B C Oidtmann', 'C N Crane', 'M A Thrush', 'B J Hill', 'E J Peeler']"
Different peptides from hemorrhagic septicemia rhabdoviral proteins stimulate leucocyte proliferation with individual fish variation.,"Trout leucocytes from most of the survivors of viral hemorrhagic septicemia virus (VHSV) infections were capable of in vitro proliferation (T-like response) when cultured in the presence of short synthetic peptides designed from the G and the N cDNA-derived protein sequences of VHSV, a virus with substantial economic impact in trout farms. In contrast, no significant proliferative responses were obtained for the above-mentioned peptides from leucocytes obtained from either noninfected or genetically VHSV-resistant trout. However, since the anamnestic recognition of particular peptides (epitopes) of the G and the N protein by trout leucocytes varies largely within the outbred trout population, larger VHSV protein fragments were also tested. The finding that recombinant G and N fragments carrying multiple epitopes are recognized by the majority of the individual trout surviving VHSV infections and with higher stimulation indexes suggests that the recombinant viral proteins could be used as vaccines given the outbred nature of the fish.",[],"['G A Lorenzo', 'A Estepa', 'S Chilmonczyk', 'J M Coll']"
"Development of neutralizing antibody responses in muskellunge, Esox masquinongy (Mitchill), experimentally exposed to viral haemorrhagic septicaemia virus (genotype IVb).","A complement-dependent 50% plaque neutralization test was used to assess the neutralizing antibody response in sera of muskellunge, Esox masquinongy, experimentally infected with viral haemorrhagic septicaemia virus (VHSV, genotype IVb) by immersion. Groups of muskellunge were challenged with varying concentrations of VHSV: Group 1 with 10(2) plaque-forming units (pfu) mL(-1) , Group 2 with 4 × 10(3)  pfu mL(-1) , Group 3 with 10(5)  pfu mL(-1) and Group 4 with 0 pfu mL(-1) . The fish were held at a temperature of 11 ± 1 °C and were sampled over a 20-week period. Neutralizing antibodies were not detected in sera of any of the negative control fish throughout the study. Low neutralizing titres were detected in Groups 1-3 by 6 days post-infection (p.i.). Neutralizing titres of ≥80 [corrected]. were not detected again until 3, 4 and 7 weeks p.i. for Groups 2, 3 and 1, respectively, with peak titres for those groups occurring 16, 11 and 17 weeks p.i., respectively. VHSV was detected in serum for up to 11 weeks p.i. Results of this study show that survivors can be detected by a serological technique, despite being virus negative. This may benefit the investigation of VHSV IVb distribution in the Great Lakes and the study of host immune responses to this emerging sublineage.",[],"['E V Millard', 'M Faisal']"
Validation of a model for ranking aquaculture facilities for risk-based disease surveillance.,"A semi-quantitative model for risk ranking of aquaculture facilities in Switzerland with regard to the introduction and spread of Viral Haemorrhagic Septicaemia (VHS) and Infectious Haematopoietic Necrosis (IHN) was developed in a previous study (Diserens et al., 2013). The objective of the present study was to validate this model using data collected during field visits on aquaculture sites in four Swiss cantons compared to data collected through a questionnaire in the previous study. A discrepancy between the values obtained with the two different methods was found in 32.8% of the parameters, resulting in a significant difference (p<0.001) in the risk classification of the facilities. As data gathered exclusively by means of a questionnaire are not of sufficient quality to perform a risk-based surveillance of aquaculture facilities a combination of questionnaires and farm inspections is proposed. A web-based reporting system could be advantageous for the factors which were identified as being more likely to vary over time, in particular for factors considering fish movements, which showed a marginally significant difference in their risk scores (p≥0.1) within a six- month period. Nevertheless, the model proved to be stable over the considered period of time as no substantial fluctuations in the risk categorisation were observed (Kappa agreement of 0.77).Finally, the model proved to be suitable to deliver a reliable risk ranking of Swiss aquaculture facilities according to their risk of getting infected with or spreading of VHS and IHN, as the five facilities that tested positive for these diseases in the last ten years were ranked as medium or high risk. Moreover, because the seven fish farms that were infected with Infectious Pancreatic Necrosis (IPN) during the same period also belonged to the risk categories medium and high, the classification appeared to correlate with the occurrence of this third viral fish disease.","['Disease', 'Fish', 'Infectious haematopoietic necrosis', 'Infectious pancreatic necrosis', 'Risk ranking', 'Risk-based surveillance', 'Viral haemorrhagic septicaemia']","['Nicolas Diserens', 'Laura Cristina Falzon', 'Beat von Siebenthal', 'Gertraud Schüpbach-Regula', 'Thomas Wahli']"
Expression of inducible CC chemokines in rainbow trout (Oncorhynchus mykiss) in response to a viral haemorrhagic septicemia virus (VHSV) DNA vaccine and interleukin 8.,"In rainbow trout (Oncorhynchus mykiss), at least three CXC chemokines and eighteen CC chemokine sequences have been discovered in the past years, although no studies concerning their bioactivity have been performed yet. We have studied the expression of five different CC chemokines that cluster into the group of inducible chemokines (CK5A, CK5B, CK6, CK7A and CK7B) in trout injected with a plasmid coding for the glycoprotein G gene (pMCV1.4-G) of viral haemorrhagic septicemia virus (VHSV). In a previous work, we had demonstrated that a plasmid coding for the CXC chemokine interleukin 8 (IL-8, pIL8+) when co-administered with pMCV1.4-G was able to modulate the expression of induced pro-inflammatory cytokines, therefore, we have also studied the expression of these inducible CC chemokines in fish injected with pMCV1.4-G in the presence of pIL8+, study that will also help establish the relations among the different chemokine groups. All chemokines were induced in the head kidney of fish injected with the DNA vaccine, and the co-administration of pIL8+ together with the vaccine modulated the expression of all CC chemokines studied. In this sense, expression of the inducible CC chemokines was also studied in trout head kidney leucocytes treated with supernatants from EPC cells transfected with pIL8+. In this case, all CC chemokines studied except for CK5B were significantly induced by rainbow trout IL-8.",[],"['E Sanchez', 'J Coll', 'C Tafalla']"
Salmonid viral haemorrhagic septicaemia virus: fusion-related enhancement of virus infectivity by peptides derived from viral glycoprotein G or a combinatorial library.,"To search for enhancers and/or inhibitors of viral haemorrhagic septicaemia virus (VHSV, a salmonid rhabdovirus) infectivity, a total of 51 peptides from a pepscan of viral envelope protein G, a recombinant peptide from protein G (frg11) and 80 peptide mixtures from an alpha-helix-favoured combinatorial library were screened. However, contrary to what occurs in many other enveloped viruses, only peptides enhancing rather than inhibiting VHSV infectivity were found. Because some of the enhancer pepscan G peptides and frg11 were derived from phospholipid-binding or fusion-related regions identified previously, it was suggested that enhancement of virus infectivity might be related to virus-cell fusion. Furthermore, enhancement was significant only when the viral peptides were pre-incubated with VHSV at the optimal low pH of fusion, before being adjusted to physiological pH and assayed for infectivity. Enhancement of VHSV infectivity caused by the pre-incubation of VHSV with peptide p5 (SAAEASAKATAEATAKG), one of the individual enhancer peptides defined from the screening of the combinatorial library, was independent of the pre-incubation pH. However, it was also related to fusion because the binding of p5 to protein G induced VHSV to bypass the endosome pathway of infection and reduced the low-pH threshold of fusion, thus suggesting an alternative virus entry pathway for p5-VHSV complexes. Further investigations into VHSV enhancer peptides might shed some light on the mechanisms of VHSV fusion.",[],"['V Mas', 'L Pérez', 'J A Encinar', 'M T Pastor', 'A Rocha', 'E Perez-Paya', 'A Ferrer-Montiel', 'J M Gonzalez Ros', 'A Estepa', 'J M Coll']"
Elucidation of mechanism for host response to VHSV infection at varying temperatures in vitro and in vivo through proteomic analysis.,"Seasonal temperature has a major influence on the infectivity of pathogens and the host immune system. Viral hemorrhagic septicemia virus (VHSV) is one such pathogen that only causes the mortality of fish at low temperatures. This study aims to discover the host defense mechanism and pathway for resistance to VHSV at higher temperatures. We first observed the VHSV infection patterns at low and higher temperatures in fathead minnow (FHM) cells (20 °C and 28 °C) and zebrafish (15 °C and 25 °C). In comparison to the 20 °C infection, FHM cells infected at 28 °C showed decreased apoptosis, increased cell viability, and reduced VHSV N gene expression. In zebrafish, infection at 25 °C caused no mortality and significantly reduced the N gene copy number in comparison to infection at 15 °C. To explore the antiviral infection mechanisms induced by high temperature in vitro and in vivo, the changes in the proteomic profile were measured through UPLC-MS<sup>E</sup> analysis. ACADL, PTPN6, TLR1, F7, A2M, and GLI2 were selected as high temperature-specific biomarkers in the FHM cell proteome; and MYH9, HPX, ANTXR1, APOA1, HBZ, and MYH7 were selected in zebrafish. Increased immune response, anticoagulation effects, and the formation of lymphocytes from hematopoietic stem cells were analyzed as functions that were commonly induced by high temperature in vitro and in vivo. Among these biomarkers, GLI2 was predicted as an upstream regulator. When treated with GANT58, a GLI-specific inhibitor, cell viability was further reduced due to GLI2 inhibition during VHSV infection at varying temperatures in FHM cells, and the mortality in zebrafish was induced earlier at the low temperature. Overall, this study discovered a new mechanism for VHSV infection in vitro and in vivo that is regulated by GLI2 protein.","['FHM cell', 'GLI2', 'Proteomic analysis', 'Rearing temperature', 'Viral hemorrhagic septicemia virus (VHSV)', 'Zebrafish (Danio rerio)']","['Se-Young Cho', 'Rachael A Protzman', 'Yeong O Kim', 'Bipin Vaidya', 'Myung-Joo Oh', 'Joseph Kwon', 'Duwoon Kim']"
